CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
833,Spain,Male,32,6,0.0,1,1,1,44323.22,1
736,Germany,Male,50,9,116309.01,1,1,0,185360.4,1
581,Germany,Female,26,3,105099.45,1,1,1,184520.0,1
627,France,Female,44,5,0.0,2,1,0,82969.61,1
619,France,Male,44,3,116967.68,1,1,0,5075.17,1
686,France,Male,60,9,0.0,3,1,1,75246.21,1
652,France,Female,51,3,0.0,1,1,0,173989.47,1
477,France,Male,47,9,144900.58,1,1,0,61315.37,1
632,Germany,Male,41,8,127205.32,4,1,0,93874.87,1
756,Germany,Female,26,5,155143.52,1,0,1,135034.57,1
619,Spain,Female,41,8,0.0,3,1,1,79866.73,1
568,Germany,Male,43,5,87612.64,4,1,1,107155.4,1
731,Germany,Male,37,3,116880.53,1,0,0,172718.35,1
775,Spain,Male,48,4,178144.91,2,0,0,50168.41,1
618,France,Male,37,5,0.0,1,0,1,178705.45,1
835,Germany,Female,47,5,108289.28,2,1,1,45859.55,1
581,Germany,Female,54,2,152508.99,1,1,0,187597.98,1
497,France,Female,29,4,85646.81,1,0,0,63233.02,1
690,France,Female,40,9,77641.99,1,0,0,189051.59,1
513,France,Female,45,0,164649.52,3,1,0,49915.52,1
762,Germany,Male,46,6,123571.77,3,0,1,57014.17,1
631,Germany,Male,48,1,106396.48,1,1,1,150661.42,1
725,Germany,Female,47,1,104887.43,1,0,0,86622.56,1
633,France,Male,40,4,150578.0,1,0,1,34670.62,1
395,Germany,Female,34,5,106011.59,1,1,1,17376.57,1
547,Germany,Male,55,4,111362.76,3,1,0,16922.28,1
609,France,Male,37,1,39344.83,1,1,1,178291.89,1
513,France,Male,44,1,63562.02,2,0,1,52629.73,1
705,Germany,Male,48,9,114169.16,1,0,0,173273.2,1
747,France,Male,49,6,202904.64,1,1,1,17298.72,1
511,France,Female,46,1,0.0,1,1,1,115779.48,1
743,Spain,Male,43,2,161807.18,2,0,1,93228.86,1
532,Germany,Male,52,3,110791.97,1,1,0,148704.77,1
554,Germany,Female,54,6,108755.0,1,1,0,40914.32,1
757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1
596,France,Male,33,8,0.0,1,1,0,121189.3,1
633,Spain,Male,63,4,114552.6,1,1,0,73856.28,1
535,Spain,Female,50,1,140292.58,3,0,0,69531.22,1
714,France,Female,52,2,0.0,1,0,1,144045.08,1
788,Germany,Female,49,4,137455.99,1,1,0,184178.29,1
565,Germany,Male,52,5,97720.35,2,1,0,175070.94,1
685,Spain,Male,43,4,97392.18,2,1,0,43956.83,-1
741,France,Male,29,8,0.0,2,1,1,115994.52,-1
658,Germany,Female,28,9,152812.58,1,1,0,166682.57,-1
575,France,Male,27,3,139301.68,1,1,0,99843.98,-1
844,France,Female,41,10,76319.64,1,1,1,141175.18,1
559,Spain,Male,67,9,125919.35,1,1,0,175910.95,1
725,France,Male,37,6,124348.38,2,0,1,176984.34,-1
450,France,Male,29,7,117199.8,1,1,1,43480.63,-1
738,Germany,Female,57,9,148384.64,1,0,0,155047.11,1
642,Germany,Female,19,3,113905.48,1,1,1,176137.2,-1
618,Spain,Male,32,5,133476.09,1,0,1,154843.4,-1
590,France,Male,47,0,117879.32,1,1,1,8214.46,-1
735,France,Male,50,2,0.0,2,0,1,147075.69,-1
550,France,Male,34,8,122359.5,1,0,0,116495.55,-1
729,Spain,Female,28,0,0.0,2,1,1,31165.06,1
743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1
555,France,Male,31,8,145875.74,1,1,0,137491.23,-1
667,Spain,Female,36,3,121542.57,2,1,1,186841.71,-1
790,Spain,Female,41,7,109508.68,1,0,0,86776.38,-1
727,Germany,Male,34,2,146407.11,1,1,1,72073.72,-1
744,France,Female,39,6,0.0,1,0,0,10662.58,-1
629,Germany,Male,35,8,112330.83,1,1,1,91001.02,-1
619,France,Female,35,4,90413.12,1,1,1,20555.21,-1
634,France,Male,34,8,105302.66,1,1,1,123164.97,-1
608,Spain,Female,35,6,0.0,2,1,1,143463.28,-1
507,France,Female,35,1,0.0,2,0,0,92131.54,-1
536,Germany,Female,35,4,121520.36,1,0,0,77178.42,-1
730,Spain,Female,43,1,103960.38,1,1,1,193650.16,-1
583,Germany,Male,39,8,102945.01,1,0,0,52861.89,-1
644,France,Female,24,8,92760.55,1,1,0,35896.75,-1
790,Spain,Male,37,8,0.0,2,1,1,149418.41,-1
807,Germany,Female,40,1,134590.21,1,1,1,46253.65,-1
581,France,Female,37,10,104255.03,1,1,0,86609.37,-1
627,Spain,Female,55,6,0.0,1,0,0,91943.94,1
850,France,Male,41,3,0.0,2,1,0,128892.36,-1
754,France,Female,35,4,0.0,2,1,0,44830.71,-1
551,Germany,Male,50,1,121399.98,1,0,1,84508.44,1
637,Germany,Male,35,8,147127.81,2,1,1,84760.7,-1
699,Spain,Male,31,8,125927.51,2,1,0,147661.47,-1
542,France,Female,25,7,0.0,2,0,1,82393.08,-1
640,Germany,Male,48,1,111599.32,1,0,1,135995.58,-1
553,France,Female,27,3,0.0,2,0,0,159800.16,-1
741,France,Male,38,9,0.0,2,1,0,14379.01,-1
598,France,Male,35,8,114212.6,1,1,1,74322.85,-1
660,Spain,Female,42,5,0.0,3,1,1,189016.24,1
618,Spain,Male,41,4,115251.64,1,0,0,136435.75,-1
647,France,Male,43,9,0.0,2,1,1,78488.39,-1
491,France,Female,68,3,107571.61,1,0,1,113695.99,-1
652,France,Female,32,2,0.0,2,1,0,54628.11,-1
650,Germany,Female,45,9,152367.21,3,1,0,150835.21,1
413,Germany,Male,39,1,130969.77,2,1,1,158891.79,-1
416,Germany,Female,25,0,97738.97,2,1,1,160523.33,-1
629,Spain,Male,34,8,0.0,2,1,1,180595.02,-1
678,Spain,Female,40,4,113794.22,1,1,0,16618.76,-1
527,Spain,Male,28,6,128396.33,2,1,0,79919.97,-1
743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1
683,Germany,Male,73,9,124730.26,1,1,1,51999.5,-1
536,France,Female,41,9,0.0,1,1,0,121299.14,-1
663,Spain,Male,52,0,136298.65,1,1,0,144593.3,1
646,France,Female,38,2,0.0,2,0,0,178752.73,-1
707,France,Male,35,2,0.0,3,1,1,94148.3,-1
602,France,Male,34,5,0.0,2,1,1,77414.45,-1
635,France,Female,47,2,125724.95,2,1,0,63236.97,-1
597,France,Male,67,2,0.0,2,0,1,108645.85,-1
503,France,Male,38,1,0.0,2,1,1,95153.24,-1
524,Spain,Female,64,5,0.0,1,1,0,136079.64,1
700,France,Male,46,5,95872.86,1,1,0,98273.01,1
692,France,Male,33,9,0.0,1,1,0,113505.93,1
562,France,Male,37,2,0.0,1,0,1,52525.15,1
679,France,Male,37,7,74260.03,1,1,0,194617.98,-1
603,Germany,Male,35,1,123407.69,1,1,0,152541.89,1
720,Spain,Male,33,3,123783.91,2,1,1,142903.44,-1
797,France,Male,24,5,0.0,2,1,0,182257.61,-1
594,France,Male,36,6,153880.15,1,0,0,135431.72,-1
529,France,Female,31,7,0.0,2,1,1,175697.87,-1
606,Germany,Female,32,1,106301.85,2,0,1,59061.25,-1
621,Spain,Female,40,7,0.0,2,0,1,131283.6,1
513,France,Female,43,9,0.0,2,1,0,152499.8,-1
753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1
605,France,Female,30,9,135422.31,1,0,1,186418.85,-1
574,Spain,Female,37,7,0.0,2,1,0,32262.28,-1
726,France,Female,38,5,126875.62,1,1,0,128052.29,-1
611,Spain,Female,28,3,96381.68,2,1,0,181419.29,-1
593,Germany,Female,41,4,119703.1,2,1,1,109783.29,-1
466,Germany,Male,41,2,152102.18,2,1,0,181879.56,-1
741,Germany,Female,36,0,127675.39,2,1,0,74260.16,-1
684,Germany,Female,44,2,133776.86,2,0,1,49865.04,-1
550,Spain,Female,33,9,72788.03,1,1,1,103608.06,-1
593,Spain,Male,26,9,76226.9,1,1,0,167564.82,-1
601,Germany,Male,48,9,163630.76,1,0,1,41816.49,1
676,Spain,Female,30,5,0.0,2,0,0,179066.58,-1
556,France,Female,46,10,0.0,2,0,0,109184.24,-1
719,France,Male,36,3,155423.17,1,1,1,199841.32,-1
850,Germany,Male,55,0,98710.89,1,1,1,83617.17,1
649,Spain,Female,49,2,0.0,1,1,0,84863.85,1
509,Spain,Male,41,7,126683.8,1,0,1,114775.53,-1
684,France,Male,33,4,140700.61,1,1,0,103557.93,-1
806,Germany,Male,30,8,168078.83,1,1,0,85028.36,1
729,Spain,Male,44,4,107726.93,2,1,0,153064.87,-1
683,France,Female,33,9,0.0,2,1,1,38784.42,-1
689,Spain,Female,63,1,0.0,2,1,1,186526.12,-1
672,Germany,Female,21,1,35741.69,1,1,0,28789.94,-1
602,Germany,Female,53,5,98268.84,1,0,1,45038.29,1
739,France,Female,20,4,133800.98,1,0,1,150245.81,-1
618,France,Female,21,2,125682.79,1,0,0,57762.0,-1
674,France,Female,42,9,0.0,2,1,0,4292.72,-1
762,France,Male,26,6,130428.78,1,1,0,173365.89,-1
790,Spain,Male,37,6,0.0,2,1,1,119484.01,-1
754,Spain,Female,27,8,0.0,2,0,0,121821.16,-1
729,France,Male,44,6,0.0,2,1,0,151733.43,-1
606,Germany,Female,47,0,137138.2,2,0,1,53784.22,-1
616,France,Male,23,8,73112.95,1,1,1,62733.05,-1
772,France,Male,47,9,152347.01,1,0,1,17671.78,-1
652,Spain,Male,41,8,115144.68,1,1,0,188905.43,-1
743,France,Male,43,5,0.0,2,0,0,113079.19,1
793,France,Male,39,3,137817.52,1,0,0,83997.79,-1
743,Spain,Male,45,7,157332.26,1,1,0,125424.42,-1
746,France,Male,37,2,0.0,2,1,0,143194.05,-1
627,Germany,Female,39,5,124586.93,1,1,0,93132.61,1
713,Spain,Male,38,6,116980.78,2,0,1,76038.38,-1
678,Spain,Female,40,3,128398.38,1,1,0,168658.3,-1
540,Spain,Male,39,1,0.0,1,0,1,108419.41,-1
615,Germany,Female,33,3,137657.25,2,1,1,171657.57,-1
415,Spain,Male,53,5,167259.44,1,1,1,22357.25,-1
628,France,Female,45,8,0.0,2,1,0,193903.06,-1
700,France,Male,26,4,119009.57,1,1,0,141926.43,-1
623,Germany,Male,33,2,80002.33,1,1,1,104079.62,-1
623,France,Female,37,4,140211.88,1,1,1,93832.33,-1
679,France,Female,44,3,118742.74,2,1,0,1568.91,-1
632,Spain,Male,37,1,138207.08,1,1,0,60778.11,1
790,France,Female,47,10,148636.21,1,0,1,16119.96,1
514,France,Male,45,1,178827.79,1,1,0,60375.18,-1
491,France,Male,33,5,83134.3,1,1,0,187946.55,-1
753,France,Male,92,3,121513.31,1,0,1,195563.99,-1
693,Germany,Female,37,6,95900.04,1,1,1,38196.24,-1
679,France,Female,30,1,112543.42,1,1,1,179435.21,-1
529,Spain,Male,34,9,0.0,1,1,1,93208.22,-1
619,Spain,Female,31,3,141751.82,1,0,1,61531.86,-1
680,Spain,Female,37,6,124140.57,2,1,0,92826.35,-1
693,Germany,Male,45,2,116546.59,2,0,0,23140.28,1
834,France,Female,28,6,0.0,1,1,0,74287.53,-1
636,Spain,Female,29,6,157576.47,2,1,1,101102.39,-1
538,Spain,Male,43,5,0.0,2,1,0,126933.73,-1
566,Germany,Female,44,5,141428.99,2,0,0,68408.74,-1
597,Spain,Male,35,0,127510.99,1,1,1,155356.34,-1
711,France,Female,29,9,0.0,2,0,1,3234.8,-1
606,France,Male,31,10,0.0,2,1,0,195209.4,-1
615,Spain,Male,51,6,81818.49,1,1,1,169149.38,-1
589,France,Male,36,1,100895.54,1,1,1,68075.14,-1
606,Germany,Male,45,5,63832.43,1,1,1,93707.8,-1
582,France,Male,29,4,0.0,2,0,0,156153.27,-1
710,France,Female,36,4,116085.06,1,1,0,58601.61,-1
467,France,Male,57,1,0.0,2,1,1,114448.77,-1
749,France,Male,30,1,0.0,2,0,1,126551.65,-1
564,Germany,Female,33,2,115761.51,1,0,1,112350.21,1
730,Spain,Male,26,6,0.0,2,1,1,185808.7,-1
678,Germany,Male,32,4,139626.01,1,1,1,118235.52,1
540,France,Female,31,7,0.0,1,0,1,183051.6,1
767,France,Female,35,6,115576.44,1,0,1,27922.45,-1
615,France,Female,23,4,0.0,2,1,0,196476.19,-1
583,Germany,Female,41,5,77647.6,1,1,0,190429.52,-1
850,France,Female,40,5,0.0,2,1,0,35034.15,-1
651,Germany,Female,34,10,148962.46,1,1,0,66389.43,1
798,France,Male,22,8,0.0,2,1,0,107615.43,-1
695,France,Male,37,2,0.0,2,1,1,99692.65,-1
497,Germany,Male,41,5,80542.81,1,0,0,88729.22,1
739,France,Male,40,4,0.0,2,0,0,173321.65,-1
549,France,Female,34,4,0.0,2,0,0,139463.57,-1
850,France,Male,35,9,102050.47,1,1,1,3769.71,-1
648,Spain,Male,49,5,0.0,1,1,0,149946.43,1
679,France,Female,24,6,114948.76,2,0,1,135768.25,-1
606,Germany,Male,39,8,136000.45,2,1,0,31708.53,-1
850,France,Male,32,4,156001.68,2,1,1,151677.31,-1
619,Germany,Male,41,3,147974.16,2,1,0,170518.83,-1
719,Spain,Male,44,2,0.0,2,1,0,196582.19,-1
640,Germany,Male,26,5,90402.77,1,1,1,3298.65,-1
710,France,Male,40,5,0.0,2,0,0,162878.96,-1
580,France,Male,31,2,0.0,2,0,1,64014.24,-1
550,France,Male,44,9,0.0,2,1,0,26257.01,-1
841,France,Female,31,3,162701.65,2,1,1,126794.56,-1
760,France,Male,34,2,0.0,2,1,0,164162.44,-1
687,France,Female,30,6,0.0,2,0,0,179206.92,-1
753,Germany,Female,35,5,82453.96,2,0,0,18254.75,-1
661,France,Male,35,9,100107.99,1,1,0,83949.68,-1
699,France,Male,28,7,0.0,2,1,1,22684.78,-1
617,Germany,Female,39,5,83348.89,3,1,0,7953.62,1
595,Germany,Female,44,4,96553.52,2,1,0,143952.24,1
669,France,Male,50,9,201009.64,1,1,0,158032.5,1
613,France,Female,27,5,125167.74,1,1,0,199104.52,-1
782,France,Male,32,9,0.0,1,1,1,87566.97,-1
582,France,Female,43,5,153313.67,1,0,0,170563.73,-1
679,France,Male,30,9,0.0,2,1,0,157871.55,-1
611,France,Female,40,2,125879.29,1,1,0,93203.43,-1
455,Germany,Female,37,6,170057.62,1,0,1,54398.56,-1
621,France,Male,32,1,0.0,2,1,1,168779.47,-1
596,Germany,Male,48,2,131326.47,1,0,0,1140.02,1
585,Spain,Female,56,1,128472.8,1,1,0,186476.91,1
742,France,Male,32,6,160485.16,1,1,0,29023.03,-1
850,Germany,Male,42,6,84445.68,3,0,1,60021.34,1
738,Germany,Female,40,1,115409.18,2,0,0,180456.8,-1
619,Spain,Male,46,8,62400.48,1,1,1,132498.39,1
628,France,Female,50,4,143054.56,1,0,1,109608.81,1
487,France,Male,24,7,133628.09,2,1,1,98570.01,-1
513,Spain,Female,41,9,107135.04,2,1,1,160546.58,-1
563,Spain,Male,26,7,0.0,2,0,0,6139.74,-1
803,France,Female,65,2,151659.52,2,0,1,6930.17,-1
607,Spain,Female,32,7,0.0,3,0,1,10674.62,-1
628,Germany,Female,51,9,155903.82,2,1,1,71159.84,-1
521,Spain,Female,49,4,82940.25,2,0,0,62413.01,1
669,Germany,Female,50,4,112650.89,1,0,0,166386.22,1
686,France,Female,41,10,0.0,1,1,0,133086.45,-1
700,Germany,Male,35,4,95853.39,2,1,0,192933.37,-1
663,France,Female,42,1,82228.67,2,1,0,71359.78,-1
671,Spain,Female,31,4,0.0,2,0,1,79270.02,-1
651,Germany,Female,35,1,163700.78,3,1,1,29583.48,1
728,France,Male,34,4,106328.08,1,1,0,88680.65,-1
574,France,Female,34,7,152992.91,1,1,1,134691.2,-1
464,France,Male,38,3,116439.65,1,1,0,75574.48,-1
604,Spain,Male,27,9,101352.78,1,0,0,30252.3,-1
836,Spain,Female,37,10,0.0,2,1,0,111324.41,-1
511,Germany,Female,75,9,105609.17,1,0,1,105425.18,-1
518,France,Female,45,8,0.0,2,1,1,36193.07,-1
756,France,Male,67,4,0.0,3,1,1,93081.87,-1
489,France,Female,47,8,103894.38,2,1,1,107625.46,-1
622,Spain,Male,27,9,139834.93,1,1,1,152733.89,-1
652,France,Female,36,6,112518.71,2,0,1,110421.31,-1
625,France,Female,37,7,115895.42,1,1,0,48486.25,-1
521,Spain,Female,39,3,146408.68,1,0,0,72993.67,-1
546,France,Male,34,4,165363.31,2,1,1,25744.13,1
697,France,Female,45,1,0.0,2,1,0,46807.62,1
571,Germany,Male,33,3,71843.15,1,1,0,26772.04,-1
748,Spain,Male,35,5,105492.53,1,1,1,150057.2,-1
591,France,Male,35,7,183027.25,1,1,1,56028.79,-1
814,Germany,Male,29,1,131968.57,2,1,1,147693.92,-1
709,France,Female,45,3,104118.5,1,0,1,174032.0,-1
433,Spain,Male,27,2,0.0,2,1,1,153698.65,-1
781,France,Male,20,0,125023.1,2,1,1,108301.45,-1
656,France,Female,30,4,74323.2,1,1,1,22929.08,-1
683,France,Male,38,7,109346.13,2,1,0,102665.92,-1
620,France,Male,32,6,0.0,2,1,0,56139.09,-1
637,Germany,Female,39,3,109698.41,1,1,1,88391.29,1
525,Spain,Female,30,5,0.0,2,0,1,149195.44,-1
793,Germany,Female,34,5,127758.09,1,1,0,143357.03,-1
638,Germany,Male,50,1,102645.48,1,1,0,168359.98,1
520,France,Male,31,4,93249.4,1,1,0,77335.75,-1
641,France,Male,35,5,0.0,2,1,0,93148.93,-1
840,Germany,Female,51,1,87779.83,1,0,1,36687.11,1
504,Spain,Male,40,5,0.0,2,0,0,146703.36,-1
686,France,Male,38,0,138131.34,1,0,1,115927.85,-1
533,Germany,Male,38,4,70362.52,2,1,1,104189.46,-1
577,France,Female,32,1,0.0,2,1,0,9902.39,-1
445,Germany,Female,48,7,168286.58,1,1,0,16645.77,1
720,France,Male,44,3,86102.27,1,1,0,180134.88,1
643,Germany,Male,25,4,115142.9,1,1,1,148098.95,-1
652,Germany,Female,47,0,126597.89,2,1,1,38798.79,1
663,France,Female,33,2,0.0,2,1,0,153295.0,-1
525,Germany,Female,30,0,157989.21,2,1,1,100687.67,-1
662,Spain,Female,54,1,187997.15,1,0,0,111442.71,1
724,Germany,Male,54,8,172192.49,1,1,1,136902.01,-1
581,Germany,Male,38,1,133105.47,1,1,0,105732.9,1
685,Spain,Male,38,4,0.0,2,1,1,35884.91,-1
595,France,Male,46,10,0.0,1,1,0,73489.15,1
588,France,Female,21,8,0.0,2,1,1,110114.19,-1
647,Germany,Male,35,3,192407.97,1,1,1,40145.28,-1
785,Germany,Female,38,9,107199.75,1,0,0,146398.51,-1
794,Germany,Female,55,6,115796.7,1,1,0,160526.36,1
823,France,Male,37,5,164858.18,1,1,1,173516.71,-1
687,Germany,Male,38,4,117633.28,1,0,1,88396.6,-1
850,France,Female,28,9,0.0,2,1,0,185821.41,-1
496,France,Female,36,7,0.0,2,0,0,108098.28,-1
527,Germany,Female,30,6,126663.51,1,1,1,162267.91,-1
576,Germany,Female,71,6,140273.47,1,1,1,193135.25,1
525,Spain,Female,60,7,0.0,2,0,1,168034.9,-1
727,Germany,Male,21,8,153344.72,1,1,1,163295.87,-1
671,Germany,Female,23,9,123943.18,1,1,1,159553.27,-1
625,France,Male,39,5,0.0,1,1,0,99800.87,-1
643,Germany,Male,33,7,98630.31,2,1,1,40250.82,-1
707,France,Female,33,2,58036.33,1,1,1,83335.78,-1
539,Spain,Male,28,5,0.0,2,1,0,48382.4,-1
498,Germany,Male,45,7,109200.74,2,0,1,165990.44,-1
696,Spain,Female,30,0,0.0,2,1,1,9002.8,-1
758,France,Female,33,7,0.0,1,1,0,188156.34,-1
685,France,Female,33,6,0.0,2,0,1,186785.01,-1
655,Germany,Female,30,1,83173.98,2,1,1,184259.6,-1
747,France,Female,40,3,0.0,1,0,0,57817.84,1
601,Spain,Male,24,7,0.0,2,0,0,144660.42,-1
477,France,Male,22,5,82559.42,2,0,0,163112.9,1
558,France,Male,32,5,73494.21,1,0,0,136301.1,-1
586,Spain,Male,29,2,132450.24,1,1,1,36176.63,-1
850,France,Male,49,6,128663.9,1,1,0,65769.3,1
505,France,Female,36,2,79951.9,1,0,1,174123.16,1
591,Germany,Female,51,8,132508.3,1,1,1,161304.68,1
761,Germany,Female,38,1,120530.13,2,1,0,109394.62,-1
554,France,Female,35,10,74988.59,2,0,1,190155.13,-1
774,France,Female,47,6,94722.88,1,0,1,61450.96,-1
771,Spain,Female,33,5,0.0,2,1,0,8673.43,-1
792,France,Male,31,6,71269.89,2,0,1,125912.77,-1
673,Germany,Female,41,9,98612.1,1,1,0,151349.35,-1
765,France,Male,40,6,138033.55,1,1,1,67972.45,-1
748,France,Female,41,2,91621.69,1,1,1,71139.31,-1
422,France,Male,54,3,140014.42,1,0,1,86350.97,-1
568,Spain,Male,27,5,126815.97,2,0,1,118648.12,-1
502,France,Female,64,3,139663.37,1,0,1,100995.11,-1
524,France,Female,28,7,0.0,2,0,1,147100.72,-1
689,France,Male,34,1,165312.27,1,1,0,155495.63,-1
661,France,Male,26,8,0.0,2,0,0,196875.87,-1
606,Spain,Male,33,8,0.0,2,1,1,63176.77,-1
678,Germany,Female,54,1,123699.28,2,0,1,105221.76,-1
636,Germany,Female,29,3,97325.15,1,0,1,131924.38,-1
647,France,Male,32,5,97041.16,1,1,1,23132.73,-1
732,France,Male,36,5,0.0,2,1,0,161428.25,-1
646,France,Male,50,0,104129.24,2,1,0,181794.86,1
559,France,Female,43,1,0.0,1,0,1,86634.3,-1
581,France,Male,28,3,104367.5,1,1,1,29937.75,-1
565,France,Male,46,7,135369.71,1,0,1,140130.22,-1
657,Spain,Female,41,6,112119.48,1,1,0,17536.82,-1
847,France,Male,66,7,123760.68,1,0,1,53157.16,-1
558,France,Female,41,6,0.0,1,1,1,143585.29,1
596,Spain,Male,57,6,0.0,2,1,1,72402.0,-1
579,France,Male,39,5,0.0,2,0,1,39891.84,-1
741,France,Female,36,3,0.0,2,1,1,89804.83,-1
613,France,Male,44,3,0.0,2,0,1,136491.72,-1
694,Spain,Male,31,5,0.0,1,1,0,35593.18,-1
729,Spain,Female,42,7,0.0,2,1,0,58268.2,1
480,France,Female,42,1,152160.21,2,1,0,101778.9,-1
666,France,Female,59,5,0.0,2,1,1,185123.09,-1
575,France,Male,24,2,0.0,2,1,1,119927.81,-1
850,France,Male,36,3,0.0,2,1,0,195033.07,-1
740,France,Male,36,4,172381.8,1,1,1,86480.29,-1
588,Germany,Male,41,6,106116.56,2,1,0,198766.61,-1
681,France,Male,36,5,141952.07,1,1,1,185144.08,-1
611,Spain,Female,33,7,0.0,2,1,1,3729.89,-1
589,France,Female,37,6,138497.84,1,0,1,18988.58,-1
717,Spain,Female,34,1,0.0,2,1,0,119313.74,-1
556,Germany,Male,33,3,124213.36,2,1,0,62627.55,-1
850,France,Male,37,4,126872.6,1,1,0,197266.58,-1
685,Spain,Female,42,2,0.0,2,0,0,199992.48,-1
713,France,Female,37,8,0.0,1,1,1,16403.41,-1
437,France,Female,26,1,120923.52,1,0,1,78854.57,-1
605,Spain,Male,47,7,142643.54,1,1,0,189310.27,-1
758,Germany,Male,41,10,79857.64,1,1,1,78088.17,-1
600,France,Male,46,10,95502.21,1,0,0,19842.18,-1
827,France,Male,38,5,0.0,2,0,0,103305.01,-1
608,Germany,Male,23,8,197715.93,2,1,1,116124.28,-1
608,France,Female,30,8,85859.76,1,0,0,142730.27,-1
554,France,Male,44,7,85304.27,1,1,1,58076.52,-1
683,Germany,Female,35,1,132371.3,2,0,0,186123.57,-1
660,Spain,Male,33,4,0.0,1,1,0,29664.45,-1
628,France,Female,31,5,0.0,1,0,0,147963.07,1
668,Germany,Male,39,4,79896.0,1,1,0,38466.39,-1
776,France,Female,29,5,0.0,2,1,1,143301.49,-1
820,France,Male,36,4,0.0,2,1,0,31422.69,-1
665,France,Male,36,1,0.0,2,0,1,121505.61,-1
850,Germany,Male,31,4,146587.3,1,1,1,89874.82,-1
703,France,Female,42,7,0.0,2,0,1,72500.68,-1
506,Spain,Male,32,8,0.0,2,0,1,182692.8,-1
588,Spain,Male,32,3,109109.33,1,0,1,4993.94,-1
622,Spain,Female,26,8,0.0,2,1,1,124964.82,-1
606,France,Male,34,5,0.0,1,1,0,161971.42,-1
517,France,Male,56,9,142147.32,1,0,0,39488.04,1
758,Spain,Female,43,10,0.0,2,1,1,55313.44,-1
677,France,Female,49,3,0.0,2,1,1,187811.71,-1
827,Spain,Female,35,0,0.0,2,0,1,184514.01,-1
729,France,Female,36,8,109106.8,1,0,0,121311.12,-1
654,France,Male,36,2,112262.84,1,1,0,12873.39,-1
654,Spain,Female,36,5,0.0,2,0,0,157238.05,-1
619,Spain,Male,52,8,0.0,2,1,1,123242.11,-1
642,Spain,Male,26,8,144238.7,1,1,1,184399.76,-1
472,Spain,Female,32,1,159397.75,1,0,1,57323.18,-1
470,Spain,Male,30,4,125385.01,1,1,0,68293.93,-1
633,France,Female,60,8,69365.25,1,1,1,10288.24,-1
602,France,Male,31,7,155271.83,1,1,1,179446.31,-1
640,Spain,Male,29,5,197200.04,2,1,0,141453.62,-1
454,Spain,Female,48,5,144837.79,1,1,1,93151.77,-1
562,France,Female,57,3,0.0,3,1,0,6554.97,1
636,France,Male,34,8,0.0,2,1,0,38570.13,-1
621,Spain,Male,50,3,163085.79,1,0,1,131048.36,-1
795,Germany,Male,38,7,125903.22,2,1,1,127068.92,-1
550,France,Male,22,6,154377.3,1,1,1,51721.52,-1
630,Spain,Male,41,7,107511.52,1,0,1,46156.87,-1
573,Germany,Male,30,8,127406.5,1,1,0,192950.6,-1
561,Spain,Male,24,8,143656.55,1,0,1,180932.46,-1
662,France,Female,39,5,138106.75,1,0,0,19596.73,-1
637,France,Male,27,9,128940.24,1,1,0,46786.92,-1
651,Germany,Male,37,9,114453.58,1,0,1,175820.91,-1
646,France,Female,33,2,0.0,2,0,0,198208.0,-1
567,France,Female,48,3,0.0,1,1,0,55362.45,-1
638,France,Male,41,1,131762.94,1,1,1,47675.29,-1
725,France,Female,31,6,0.0,1,0,0,61326.43,-1
709,France,Female,41,3,150300.65,2,1,0,71672.86,-1
787,Spain,Male,39,10,108935.39,1,1,1,101168.3,-1
653,France,Male,37,7,135847.47,1,1,0,144880.81,-1
661,Germany,Male,37,7,109908.06,2,1,0,115037.67,1
681,Germany,Male,49,8,142946.18,1,0,0,187280.51,1
436,Germany,Male,45,3,104339.11,2,1,1,183540.22,1
663,France,Male,33,5,157274.36,2,1,1,28531.81,-1
662,France,Male,64,0,98848.19,1,0,1,42730.12,-1
607,Germany,Female,39,8,105103.33,1,1,0,104721.5,1
754,France,Male,34,7,0.0,2,1,1,65219.85,-1
850,Germany,Female,66,0,127120.62,1,0,1,118929.64,1
578,France,Male,39,2,0.0,2,1,0,70563.9,-1
666,Germany,Female,36,3,129118.5,2,0,0,139435.12,-1
599,France,Female,43,4,0.0,1,1,0,170347.1,-1
586,France,Female,46,0,0.0,3,0,1,131553.82,1
825,France,Female,36,3,146053.66,1,1,1,138344.7,-1
808,Spain,Female,67,10,124577.15,1,0,1,169894.4,-1
515,Spain,Male,29,4,151012.55,2,1,0,9770.97,-1
663,Spain,Female,58,5,216109.88,1,0,1,74176.71,1
444,France,Male,34,2,144318.97,1,1,0,112668.06,-1
650,France,Female,39,4,0.0,2,0,0,186275.7,-1
609,France,Male,26,7,0.0,2,1,0,98463.99,-1
824,Germany,Male,77,3,27517.15,2,0,1,2746.41,-1
662,France,Male,29,5,147092.65,1,1,0,10928.3,-1
699,Germany,Female,51,2,92246.14,2,0,1,91346.03,-1
752,France,Female,41,8,0.0,2,1,0,139844.04,1
603,Germany,Female,40,8,148897.02,1,0,0,105052.9,-1
628,Spain,Male,50,8,0.0,1,0,0,144366.83,1
